Name	Born	Died	Age	Gender	Class.Dept	Class	Ticket	Fare	Cabin	Joined	Occupation	Survived	Boat	Body	Nationality	Pounds	Shillings	Pence	Price.Paid	Paidpp
WEISZ, Mrs Mathilde Françoise	1874	1953	37	Female	2nd Class Passenger	2nd	228414	£26.00		Southampton		SAVED	10		Belgian	26			26	13
WELLS, Master Ralph Lester	1909	1972	2	Male	2nd Class Passenger	2nd	29103	£23.00		Southampton		SAVED	14		English	23			23	7.6666666667
WELLS, Miss Joan	1908	1933	4	Female	2nd Class Passenger	2nd	29103	£23.00		Southampton		SAVED	14		English	23			23	7.6666666667
WELLS, Mrs Addie Dart	1883	1954	29	Female	2nd Class Passenger	2nd	29103	£23.00		Southampton		SAVED	14		English	23			23	7.6666666667
WENDEL, Mr Olof Edvin	1891	1912	20	Male	3rd Class Passenger	3rd	350416	£7             17s             1d		Southampton	General Labourer	LOST			Swedish	7	17	1	7.85	7.85
WENNERSTRöM, Mr August	1884	1950	27	Male	3rd Class Passenger	3rd	350043	£7             15s             11d		Southampton		SAVED	A			7	15	11	7.8	7.8
WEST, Miss Barbara Joyce	1911	2007	0.833333333	Female	2nd Class Passenger	2nd	34651	£27             15s		Southampton		SAVED	11		English	27	15		27.75	6.9375
WEST, Miss Constance Miriam	1907	1963	4	Female	2nd Class Passenger	2nd	34651	£27             15s		Southampton		SAVED	11		English	27	15		27.75	6.9375
WEST, Mr Edwy Arthur	1875	1912	36	Male	2nd Class Passenger	2nd	34651	£27             15s		Southampton		LOST			English	27	15		27.75	6.9375
WEST, Mrs Ada Mary	1879	1953	33	Female	2nd Class Passenger	2nd	34651	£27             15s		Southampton		SAVED	11		English	27	15		27.75	6.9375
WHEADON, Mr Edward Henry	1846	1912	65	Male	2nd Class Passenger	2nd	24579	£10             10s		Southampton	Farmer	LOST			Channel Islander	10	10		10.5	10.5
WHEELER, Mr Edwin Charles	1886	1912	26	Male	2nd Class Passenger Servant	2nd	2159	£12             17s             6d		Southampton	Servant	LOST			English	12	17	6	12.88	12.88
WHILEMS, Mr Charles	1881	1940	31	Male	2nd Class Passenger	2nd	244270	£13.00		Southampton	Factory Foreman	SAVED	9		English	13			13	13
WHITE, Mr Percival Wayland	1857	1912	54	Male	1st Class Passenger	1st	35281	£77             5s             9d	D26	Southampton	Manufacturer	LOST				77	5	9	77.29	38.645
WHITE, Mr Richard Frasar	1890	1912	21	Male	1st Class Passenger	1st	35281	£77             5s             9d	D26	Southampton		LOST		169	American	77	5	9	77.29	38.645
WHITE, Mrs Ella	1856	1942	55	Female	1st Class Passenger	1st	17760	£135             12s             8d	C32	Cherbourg		SAVED	8			135	12	8	135.63	33.9075
WICK, Col. George Dennick	1854	1912	57	Male	1st Class Passenger	1st	36928	£164             17s             4d		Southampton		LOST			American	164	17	4	164.87	41.2175
WICK, Miss Mary Natalie	1880	1944	31	Female	1st Class Passenger	1st	36928	£164             17s             4d	C7	Southampton		SAVED	8		American	164	17	4	164.87	41.2175
WICK, Mrs Mary Peebles	1866	1920	45	Female	1st Class Passenger	1st	36928	£164             17s             4d		Southampton		SAVED	8		American	164	17	4	164.87	41.2175
WIDEGREN, Mr Carl Peter	1861	1912	51	Male	3rd Class Passenger	3rd	347064	£7             15s		Southampton	Seaman	LOST			Swedish	7	15		7.75	7.75
WIDENER, Mr George Dunton	1861	1912	50	Male	1st Class Passenger	1st	113503	£211             10s	C80	Southampton	Banker	LOST				211	10		211.5	42.3
WIDENER, Mr Harry Elkins	1885	1912	27	Male	1st Class Passenger	1st	113503	£211             10s	C82	Southampton	Bibliophile	LOST				211	10		211.5	42.3
WIDENER, Mrs Eleanor	1861	1937	50	Female	1st Class Passenger	1st	113503	£211             10s	C80	Southampton		SAVED	4			211	10		211.5	42.3
WIKLUND, Mr Jakob Alfred	1894	1912	17	Male	3rd Class Passenger	3rd	3101267	£6             9s             11d		Southampton	General Labourer	LOST		314	Finnish	6	9	11	6.5	6.5
WIKLUND, Mr Karl Johan	1893	1912	18	Male	3rd Class Passenger	3rd	3101266	£6             9s             11d		Southampton	General Labourer	LOST			Finnish	6	9	11	6.5	6.5
WILKES, Mrs Ellen	1864	1955	47	Female	3rd Class Passenger	3rd	363272	£7.00		Southampton		SAVED	16		English	7			7	7
WILKINSON, Mrs Elizabeth Anne	1882		30	Female	2nd Class Passenger	2nd	2926	£26.00		Southampton		SAVED	16		English	26			26	13
WILLARD, Miss Constance	1890	1964	21	Female	1st Class Passenger	1st	113795	£26             11s		Southampton		SAVED	8		American	26	11		26.55	26.55
WILLER, Mr Aaron	1875	1912	37	Male	3rd Class Passenger	3rd	3410	£8             14s             3d		Cherbourg		LOST				8	14	3	8.71	8.71
WILLEY, Mr Edward John	1891	1912	21	Male	3rd Class Passenger	3rd	751	£7             11s		Southampton	Farm Labourer	LOST			Welsh	7	11		7.55	7.55
WILLIAMS, Mr Charles Duane	1860	1912	51	Male	1st Class Passenger	1st	17597	£61             7s             7d		Cherbourg	Lawyer	LOST			American	61	7	7	61.38	30.69
WILLIAMS, Mr Charles Eugene	1888	1935	23	Male	2nd Class Passenger	2nd	244373	£13.00		Southampton	Sportsman	SAVED	14		English	13			13	13
WILLIAMS, Mr Fletcher Fellowes Lambert	1868	1912	43	Male	1st Class Passenger	1st	113510	£35.00	C128	Southampton	Businessman	LOST			American	35			35	35
WILLIAMS, Mr Howard Hugh	1884	1912	28	Male	3rd Class Passenger	3rd	2466	£8             1s		Southampton	Carman	LOST			Channel Islander	8	1		8.05	8.05
WILLIAMS, Mr Leslie	1888	1912	24	Male	3rd Class Passenger	3rd	54636	£16             2s		Southampton	Pugilist	LOST		14	Welsh	16	2		16.1	8.05
WILLIAMS, Mr Richard Norris	1891	1968	21	Male	1st Class Passenger	1st	17597	£61             7s             7d		Cherbourg	Sportsman	SAVED	A		Swiss,American	61	7	7	61.38	30.69
WILSON, Miss Helen Alice	1879	1939	33	Female	1st Class Passenger Servant	1st	16966	£134             10s	E39 or 41	Cherbourg	Personal Maid	SAVED	3		Irish	134	10		134.5	26.9
WINDELøV, Mr Einar	1890	1912	21	Male	3rd Class Passenger	3rd	3101317	£7             5s		Southampton	Dairy Worker	LOST			Danish	7	5		7.25	7.25
WIRZ, Mr Albert	1894	1912	17	Male	3rd Class Passenger	3rd	315154	£8             13s             3d	(E)58	Southampton	Farmer	LOST		131	Swiss	8	13	3	8.66	8.66
WISEMAN, Mr Philippe	1858	1912	53	Male	3rd Class Passenger	3rd	34244	£7             5s		Southampton	Merchant	LOST				7	5		7.25	7.25
WITTEVRONGEL, Mr Camilius Aloysius	1875	1912	36	Male	3rd Class Passenger	3rd	345771	£9             10s		Southampton	Farmer	LOST				9	10		9.5	9.5
WOODWARD, Mr John Wesley	1879	1912	32	Male	2nd Class Passenger Musician	2nd	250654		E	Southampton	Musician	LOST			English					
WOOLNER, Mr Hugh	1866	1925	45	Male	1st Class Passenger	1st	19947	£35             10s	C52	Southampton	Businessman	SAVED	D		English	35	10		35.5	35.5
WRIGHT, Miss Marion	1885	1965	26	Female	2nd Class Passenger	2nd	220844	£13             10s		Southampton		SAVED	9		English	13	10		13.5	13.5
WRIGHT, Mr George	1849	1912	62	Male	1st Class Passenger	1st	113807	£26             11s		Southampton	Businessman	LOST				26	11		26.55	26.55
YAZBAK, Mr Antūn Mūsà	1885	1912	27	Male	3rd Class Passenger	3rd	2659	£14             9s             1d		Cherbourg	General Labourer	LOST	C		Syrian	14	9	1	14.45	7.225
YAZBAK, Mrs Sīlānah Iskandar Nāsīf Abī Dāghir	1894	1966	17	Female	3rd Class Passenger	3rd	2659	£14             9s             1d		Cherbourg		SAVED			Syrian	14	9	1	14.45	7.225
YONKOV, Mr Lazar “Lalyo”	1889	1912	23	Male	3rd Class Passenger	3rd	349204	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
YOUNG, Miss Marie Grice	1876	1959	36	Female	1st Class Passenger	1st	17760	£135             12s             8d	C32	Cherbourg		SAVED	8			135	12	8	135.63	33.9075
YOUSSIFF (SAM'AAN), Mr Gerios	1867	1912	45	Male	3rd Class Passenger	3rd	2628	£7             4s             7d		Cherbourg		LOST			Syrian	7	4	7	7.23	7.23
YūSUF, Master Michael (Shafīq) Peter	1907	1991	4	Male	3rd Class Passenger	3rd	2668	£22             7s             2d		Cherbourg		SAVED	D		Syrian	22	7	2	22.36	7.4533333333
YūSUF, Miss Nabīah (Mary)	1909	1914	2	Female	3rd Class Passenger	3rd	2668	£22             7s             2d	[F] E69 ?	Cherbourg		SAVED	C		Syrian	22	7	2	22.36	7.4533333333
YūSUF, Mrs Kātrīn	1889	1915	23	Female	3rd Class Passenger	3rd	2668	£22             7s             2d		Cherbourg		SAVED	C		Syrian	22	7	2	22.36	7.4533333333
YVOIS, Miss Henriette Virginie	1889	1912	22	Female	2nd Class Passenger	2nd	248747	£13.00		Southampton		LOST			French	13			13	13
ZAKARIAN, Mr Mapriededer	1890	1912	22	Male	3rd Class Passenger	3rd	2656	£7             4s             6d		Cherbourg		LOST		304		7	4	6	7.23	7.23
ZAKARIAN, Mr Ortin	1885	1912	27	Male	3rd Class Passenger	3rd	2670	£7             4s             6d		Cherbourg	General Labourer	LOST				7	4	6	7.23	7.23
ZIMMERMANN, Mr Leo	1883	1912	29	Male	3rd Class Passenger	3rd	315082	£7             17s             6d	(E)58	Southampton	Farmer	LOST				7	17	6	7.88	7.88
ABBOTT, Mr Ernest Owen	1891	1912	21	Male	Victualling Crew	Crew				Southampton	Lounge Pantry Steward	LOST								
ABRAMS, Mr William Thomas	1878	1912	34	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
ADAMS, Mr Robert John	1885	1912	26	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
AHIER, Mr Percy Snowden	1892	1912	20	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST								
AKERMAN, Mr Albert Edward	1880	1912	31	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	LOST								
AKERMAN, Mr Joseph Francis	1874	1912	37	Male	Victualling Crew	Crew				Southampton	Assistant Pantryman Steward	LOST		205						
ALLARIA, Sig. Battista Antonio	1889	1912	22	Male	Restaurant Staff	Crew				Southampton	Assistant Waiter	LOST		221						
ALLEN, Mr Ernest Frederick	1888	1968	24	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED	B							
ALLEN, Mr George	1886	1912	26	Male	Victualling Crew	Crew				Southampton	Scullion	LOST								
ALLEN, Mr Henry	1882	1912	30	Male	Engineering Crew	Crew				Southampton	Fireman	LOST		145						
ALLEN, Mr Robert Spencer	1876	1912	35	Male	Victualling Crew	Crew				Southampton	Bedroom Steward (1st Class)	LOST								
ALLSOP, Mr Alfred Samuel	1876	1912	36	Male	Engineering Crew	Crew				Belfast	2nd Electrician	LOST								
ALLSOP, Mr Frank Richard	1868	1912	43	Male	Victualling Crew	Crew				Belfast	Saloon Steward	LOST								
ANDERSON, Mr John	1870		42	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	3							
ANDERSON, Mr Walter Yuill	1861	1912	50	Male	Victualling Crew	Crew				Southampton	Bed Room Steward	LOST		146						
ANDREWS, Mr Charles Edward	1893	1961	19	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	SAVED	16							
ARCHER, Mr Ernest Edward	1876	1917	35	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	16							
ASHCROFT, Mr Austin Aloysius	1885	1912	26	Male	Victualling Crew	Crew				Southampton	Clerk	LOST								
ASHE, Mr Henry Wellesley	1871	1912	41	Male	Victualling Crew	Crew				Southampton	Glory hole steward (3rd class)	LOST		34						
ASPESLAGH, Mr Georges	1885	1912	26	Male	Restaurant Staff	Crew				Southampton	Assistant Plateman	LOST								
AVERY, Mr James Albert	1891	1915	20	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED	15							
AYLING, Mr Edwin George	1889	1912	23	Male	Victualling Crew	Crew				Southampton	Assistant Vegetable Cook	LOST								
BACK, Mr Charles Frederick	1875	1912	37	Male	Victualling Crew	Crew				Belfast	Assistant Lounge Steward	LOST								
BAGGOTT, Mr Allen Marden	1884	1921	28	Male	Victualling Crew	Crew				Southampton	Saloon Steward	SAVED	9							
BAGLEY, Mr Edward Henry	1879	1912	33	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST								
BAILEY, Mr George	1868	1912	44	Male	Victualling Crew	Crew				Belfast	Saloon Steward	LOST		161						
BAILEY, Mr George Frank	1866	1912	46	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BAILEY, Mr Henry Joseph	1865	1943	46	Male	Deck Crew	Crew				Southampton	Master-at-arms	SAVED	16							
BAINES, Mr Richard	1854	1912	58	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
BALL, Mr Percy	1894	1933	18	Male	Victualling Crew	Crew				Southampton	Plate Steward	SAVED	13							
BANFI,  Ugo	1887	1912	24	Male	Restaurant Staff	Crew				Southampton	Waiter	LOST								
BANNON, Mr John Joseph	1877	1912	34	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
BARKER, Mr Albert Vale	1893	1912	19	Male	Victualling Crew	Crew				Southampton	Baker	LOST								
BARKER, Mr Ernest Thomas	1871	1912	40	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	LOST		159						
BARKER, Mr Reginald Lomond	1870	1912	42	Male	Victualling Crew	Crew				Belfast	Second Purser, 1st Class	LOST								
BARLOW, Mr Charles Henry	1881	1912	30	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BARLOW, Mr George	1872	1912	39	Male	Victualling Crew	Crew				Southampton	Bed Room Steward	LOST								
BARNES, Mr Charles	1883	1912	29	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BARNES, Mr Frederick Charles	1872	1912	40	Male	Victualling Crew	Crew				Southampton	Assistant baker	LOST		26						
BARNES, Mr John	1872	1912	39	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BARRATT, Mr Arthur	1896	1912	16	Male	Victualling Crew	Crew				Southampton	Bell Boy	LOST								
BARRETT, Mr Frederick William	1879	1912	33	Male	Engineering Crew	Crew				Southampton	Leading Fireman	SAVED	13							
BARRETT, Mr Frederick William	1883	1931	29	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BARRINGER, Mr Arthur William	1878	1912	34	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST								
BARROW, Mr Charles Henry John	1876	1912	35	Male	Victualling Crew	Crew				Southampton	Assistant butcher	LOST								
BARROWS, Mr Edward William Peter	1879	1912	32	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST								
BARTON, Mr Sidney John	1886	1912	26	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	LOST								
BASILICO, Sig. Giovanni	1885	1912	27	Male	Restaurant Staff	Crew				Southampton	Waiter	LOST								
BAXTER, Mr Harry Ross	1858	1912	53	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	LOST								
BAXTER, Mr Thomas Ferguson	1856	1912	55	Male	Victualling Crew	Crew				Southampton	Linen Steward (1st class)	LOST		235						
BAZZI, Sig. Narciso	1878	1912	33	Male	Restaurant Staff	Crew				Southampton	Waiter	LOST								
BEATTIE, Mr Joseph John	1871	1912	40	Male	Engineering Crew	Crew				Belfast	Greaser	LOST								
BEAUCHAMP, Mr George William	1888	1965	24	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	13							
BEDFORD, Mr William Barnett	1880	1912	31	Male	Victualling Crew	Crew				Southampton	Assistant Roast Cook	LOST								
BEEDEM, Mr George Arthur	1877	1912	35	Male	Victualling Crew	Crew				Southampton	2nd Class Bedroom Steward	LOST								
BEERE, Mr William	1893	1912	19	Male	Victualling Crew	Crew				Southampton	Kitchen Porter	LOST								
BELL, Mr Joseph	1861	1912	51	Male	Engineering Crew	Crew				Belfast	Chief Engineer	LOST								
BENDELL, Mr Frank	1888	1912	23	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BENHAM, Mr Fred John	1882	1912	30	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	LOST								
BENNETT, Mr George Alfred	1881	1912	30	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BENNETT, Mrs Mabel Kate	1878	1974	33	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED	5							
BENVILLE, Mr Edward	1864	1912	47	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BERNARDI, Sig. Battista	1890	1912	22	Male	Restaurant Staff	Crew				Southampton	Assistant Waiter	LOST		215						
BESSANT, Mr Edward	1880	1912	31	Male	Victualling Crew	Crew				Southampton	1st class baggage steward	LOST								
BESSANT, Mr William Edward Lowe	1871	1912	40	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BEST, Mr Edwin Alfred	1872	1912	40	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST								
BEUX, Mr David	1886	1912	25	Male	Restaurant Staff	Crew				Southampton	Assistant Waiter	LOST								
BEVIS, Mr Joseph Henry	1890	1912	22	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
BIDDLECOMBE, Mr Reginald Charles	1880	1912	31	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BIGGS, Mr Edward Charles	1891	1912	20	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BILLOWS, Mr James	1892	1912	20	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
BINSTEAD, Mr Walter William	1891	1959	20	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED	3							
BISHOP, Mr Walter Alexander	1878	1912	34	Male	Victualling Crew	Crew				Belfast	1st Class Bedroom Steward	LOST								
BIéTRIX, Mr George Baptiste	1883	1912	28	Male	Restaurant Staff	Crew				Southampton	Cook	LOST								
BLACK, Mr Alexander	1884	1912	28	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BLACK, Mr D.	1871	1912	41	Male	Engineering Crew Substitute Crew	Crew				Southampton	Fireman	LOST								
BLACKMAN, Mr Albert Edward	1889	1912	23	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BLADES, Mr Frederick Charles	1895	1912	17	Male	Victualling Crew	Crew				Southampton	Lift Steward	LOST								
BLAKE, Mr John Douglas Stanley George	1886	1912	26	Male	Engineering Crew	Crew				Belfast	Mess Steward	LOST								
BLAKE, Mr Percival Albert	1889	1968	22	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED	15							
BLAKE, Mr Thomas Henry	1875	1912	36	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BLANEY, Mr James	1880	1912	32	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BLANN, Mr Eustace Horatius	1890	1912	21	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BLISS, Mrs Emma	1866	1959	45	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED	15							
BLUMET, Mr Jean Baptiste	1886	1912	26	Male	Restaurant Staff	Crew				Southampton	Pantryman	LOST								
BOCHATAY, Mr Alexis Joseph	1881	1912	30	Male	Victualling Crew	Crew				Southampton	Chef	LOST								
BOCHET, Mr Pietro Giuseppe	1868	1912	43	Male	Restaurant Staff	Crew				Southampton	Waiter	LOST								
BOGIE, Mr Norman Leslie	1853	1912	59	Male	Victualling Crew	Crew				Southampton	2nd Class Bedroom Steward	LOST		274						
BOLHUIS, Mr Hendrik	1884	1912	27	Male	Restaurant Staff	Crew				Southampton	Larder Cook	LOST								
BOND, Mr William John	1867	1912	45	Male	Victualling Crew	Crew				Belfast	Bed Room Steward	LOST								
BOOTHBY, Mr Walter Thomas	1874	1912	37	Male	Victualling Crew	Crew				Southampton	2nd Class Bedroom Steward	LOST		107						
BOSTON, Mr William John	1879	1912	32	Male	Victualling Crew	Crew				Belfast	Assistant Deck Steward (1st Class)	LOST								
BOTT, Mr William Thomas	1866	1912	46	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
BOUGHTON, Mr Bernard John	1887	1912	24	Male	Victualling Crew	Crew				Southampton	First class saloon steward	LOST								
BOWKER, Miss Ruth Harwood	1880	1956	31	Female	Restaurant Staff	Crew				Southampton	Cashier	SAVED	6							
BOXHALL, Mr Joseph Groves	1884	1967	28	Male	Deck Crew Titanic Officers	Crew				Belfast	4th. Officer	SAVED	2							
BOYD, Mr John	1875	1912	37	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	LOST								
BOYES, Mr John Henry	1875	1912	36	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST								
BRADLEY, Mr Patrick Joseph	1873	1912	38	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
BRADLEY, Mr Thomas Henry	1883	1912	28	Male	Deck Crew	Crew				Southampton	Able Seaman	LOST								
BRADSHAW, Mr John Albert Perkin	1869	1912	42	Male	Victualling Crew	Crew				Southampton	Plate Steward (1st Class)	LOST								
